order_id,order_date,region,category,product,quantity,sales_inr,profit_inr
PE00873,2026-05-26,Nellore,Prescription Medicines,Metformin 500mg,1,464.14,83.43
PE00813,2026-05-17,Bengaluru,Personal Care,Sunscreen SPF50,2,294.46,48.38
PE01118,2026-05-09,Bengaluru,Personal Care,Hand Sanitizer 500ml,5,750.1,102.98
PE00048,2026-04-21,Hyderabad,Wellness & Nutrition,Calcium + D3 Tablets,3,849.33,136.69
PE01127,2026-05-08,Bengaluru,OTC Medicines,Cough Syrup 100ml,1,139.9,28.82
PE01655,2026-06-04,Warangal,Wellness & Nutrition,Whey Protein 1kg,3,3460.65,733.12
PE00667,2026-04-17,Warangal,Prescription Medicines,Azithromycin 500mg,2,756.02,157.08
PE01639,2026-06-04,Bengaluru,Wellness & Nutrition,Multivitamin Tablets,1,712.61,120.34
PE00157,2026-04-07,Bengaluru,OTC Medicines,Antacid Tablets,3,136.77,12.56
PE00799,2026-05-29,Guntur,OTC Medicines,ORS Sachet,2,348.18,73.88
PE01643,2026-06-10,Vijayawada,Medical Devices,Glucometer Kit,1,1557.87,265.31
PE00360,2026-04-23,Nellore,OTC Medicines,Cetirizine 10mg,5,598.85,48.84
PE01331,2026-05-17,Hyderabad,Personal Care,Sunscreen SPF50,3,1017.39,215.3
PE00106,2026-04-16,Visakhapatnam,Lab Tests,Lipid Profile,1,1630.19,178.58
PE01962,2026-06-09,Tirupati,OTC Medicines,Cetirizine 10mg,4,477.2,86.5
PE01111,2026-05-23,Bengaluru,Personal Care,Baby Diaper Pack,2,889.32,156.61
PE00820,2026-05-05,Hyderabad,OTC Medicines,Paracetamol 500mg,2,279.62,23.41
PE00917,2026-05-12,Guntur,OTC Medicines,Cetirizine 10mg,3,356.13,74.91
PE02079,2026-06-19,Karimnagar,OTC Medicines,ORS Sachet,4,579.0,98.75
PE01285,2026-05-05,Nellore,Prescription Medicines,Amlodipine 5mg,4,2321.12,441.43
PE00309,2026-04-03,Warangal,Lab Tests,HbA1c Test,5,7626.6,1060.19
PE01693,2026-06-23,Vijayawada,Prescription Medicines,Azithromycin 500mg,4,1855.96,351.25
PE00988,2026-05-10,Tirupati,Personal Care,Baby Diaper Pack,4,1267.64,103.75
PE01969,2026-06-16,Karimnagar,Medical Devices,Thermometer,3,2472.6,389.51
PE01664,2026-06-15,Visakhapatnam,Wellness & Nutrition,Calcium + D3 Tablets,2,1798.54,208.98
PE00467,2026-04-14,Warangal,Personal Care,Face Wash,2,791.0,118.78
PE00600,2026-04-20,Nellore,OTC Medicines,Cetirizine 10mg,5,633.95,133.77
PE00639,2026-04-15,Bengaluru,Personal Care,Face Wash,2,312.92,59.22
PE01344,2026-05-05,Vijayawada,Lab Tests,Thyroid Profile,3,2474.79,434.2
PE01912,2026-06-16,Hyderabad,Prescription Medicines,Amlodipine 5mg,4,1412.4,152.86
PE00679,2026-04-16,Hyderabad,Lab Tests,HbA1c Test,4,6728.28,1062.43
PE01982,2026-06-26,Karimnagar,Wellness & Nutrition,Immunity Booster Syrup,4,2644.08,565.51
PE00289,2026-04-21,Hyderabad,Wellness & Nutrition,Whey Protein 1kg,5,3400.6,565.22
PE01882,2026-06-12,Bengaluru,Medical Devices,Thermometer,2,3337.36,294.34
PE01215,2026-05-16,Tirupati,Personal Care,Hand Sanitizer 500ml,5,667.05,93.63
PE01245,2026-05-19,Guntur,Wellness & Nutrition,Whey Protein 1kg,1,254.8,34.23
PE00426,2026-04-25,Hyderabad,OTC Medicines,ORS Sachet,5,877.45,100.2
PE00757,2026-05-15,Guntur,Wellness & Nutrition,Fish Oil Capsules,2,1381.82,287.67
PE01055,2026-05-30,Bengaluru,Wellness & Nutrition,Multivitamin Tablets,3,4091.88,658.58
PE00348,2026-04-30,Warangal,Medical Devices,Thermometer,1,854.99,165.29
PE01695,2026-06-30,Warangal,OTC Medicines,Paracetamol 500mg,5,742.05,93.57
PE00609,2026-04-03,Visakhapatnam,OTC Medicines,ORS Sachet,4,192.92,39.04
PE00793,2026-05-01,Bengaluru,OTC Medicines,Paracetamol 500mg,2,398.76,56.92
PE01047,2026-05-19,Guntur,Medical Devices,Pulse Oximeter,3,3090.39,527.47
PE00844,2026-05-21,Guntur,Wellness & Nutrition,Immunity Booster Syrup,1,1196.87,165.17
PE01934,2026-06-20,Guntur,Prescription Medicines,Amlodipine 5mg,2,397.42,41.33
PE02073,2026-06-13,Hyderabad,Lab Tests,HbA1c Test,1,1309.96,124.66
PE00717,2026-05-04,Vijayawada,Prescription Medicines,Metformin 500mg,2,244.8,46.48
PE01988,2026-06-18,Warangal,Prescription Medicines,Metformin 500mg,5,999.85,199.84
PE01677,2026-06-23,Karimnagar,OTC Medicines,Cetirizine 10mg,4,338.16,68.45
PE00128,2026-04-21,Bengaluru,Medical Devices,Pulse Oximeter,4,1935.96,179.57
PE02058,2026-06-23,Bengaluru,Wellness & Nutrition,Immunity Booster Syrup,1,1326.89,262.34
PE02091,2026-06-04,Hyderabad,Medical Devices,Nebulizer,4,6989.28,1340.63
PE01737,2026-06-28,Visakhapatnam,OTC Medicines,Cough Syrup 100ml,1,75.83,12.0
PE01404,2026-06-18,Hyderabad,Medical Devices,Thermometer,4,6367.76,849.49
PE00363,2026-04-11,Nellore,Prescription Medicines,Amlodipine 5mg,2,830.98,131.34
PE01250,2026-05-28,Vijayawada,Personal Care,Hand Sanitizer 500ml,4,2121.72,327.76
PE01161,2026-05-18,Vijayawada,Lab Tests,Thyroid Profile,3,3950.46,695.66
PE00301,2026-04-02,Guntur,Wellness & Nutrition,Multivitamin Tablets,2,1307.52,209.23
PE01418,2026-06-23,Vijayawada,Personal Care,Sunscreen SPF50,2,617.6,99.35
PE00811,2026-05-06,Warangal,Prescription Medicines,Atorvastatin 10mg,1,598.14,100.3
PE01964,2026-06-03,Warangal,Medical Devices,Pulse Oximeter,5,4886.35,889.49
PE01701,2026-06-28,Bengaluru,Prescription Medicines,Atorvastatin 10mg,2,911.36,126.91
PE00272,2026-04-27,Vijayawada,OTC Medicines,Cetirizine 10mg,4,440.08,76.97
PE02085,2026-06-06,Hyderabad,Lab Tests,HbA1c Test,3,1212.03,97.08
PE01658,2026-06-30,Hyderabad,Prescription Medicines,Metformin 500mg,4,1324.12,109.96
PE01346,2026-05-22,Vijayawada,Medical Devices,Thermometer,4,2614.44,332.17
PE00877,2026-05-26,Vijayawada,Medical Devices,Digital BP Monitor,4,4939.32,725.73
PE01579,2026-06-19,Vijayawada,OTC Medicines,Antacid Tablets,3,596.43,125.65
PE00953,2026-05-16,Warangal,Personal Care,Antiseptic Liquid,2,912.76,135.75
PE01998,2026-06-17,Guntur,OTC Medicines,Cough Syrup 100ml,5,394.85,56.09
PE00746,2026-05-09,Vijayawada,OTC Medicines,Paracetamol 500mg,2,110.62,9.24
PE01273,2026-05-05,Warangal,Personal Care,Sunscreen SPF50,4,786.76,163.18
PE00614,2026-04-05,Hyderabad,Personal Care,Hand Sanitizer 500ml,3,955.35,186.37
PE00450,2026-04-05,Bengaluru,OTC Medicines,Cough Syrup 100ml,4,249.16,36.27
PE00043,2026-04-20,Guntur,Medical Devices,Glucometer Kit,2,4086.12,570.66
PE00501,2026-04-03,Vijayawada,OTC Medicines,Cetirizine 10mg,1,124.54,23.13
PE02029,2026-06-04,Bengaluru,Prescription Medicines,Azithromycin 500mg,4,434.04,43.14
PE01587,2026-06-10,Nellore,OTC Medicines,ORS Sachet,3,353.58,74.47
PE00184,2026-04-06,Vijayawada,OTC Medicines,Antacid Tablets,5,557.5,48.41
PE00936,2026-05-08,Hyderabad,Medical Devices,Glucometer Kit,1,712.8,93.29
PE01242,2026-05-25,Hyderabad,Personal Care,Face Wash,3,718.77,122.51
PE01758,2026-06-19,Bengaluru,Wellness & Nutrition,Whey Protein 1kg,3,2297.46,322.13
PE01032,2026-05-01,Warangal,Prescription Medicines,Azithromycin 500mg,4,1245.12,215.84
PE01800,2026-06-25,Hyderabad,Prescription Medicines,Amlodipine 5mg,4,1193.16,171.52
PE02056,2026-06-12,Warangal,OTC Medicines,Antacid Tablets,2,152.14,27.83
PE01787,2026-06-18,Bengaluru,Personal Care,Sunscreen SPF50,3,665.73,100.66
PE01621,2026-06-23,Hyderabad,Prescription Medicines,Azithromycin 500mg,1,205.48,18.04
PE01151,2026-05-13,Bengaluru,OTC Medicines,ORS Sachet,1,132.45,12.83
PE01748,2026-06-22,Hyderabad,Medical Devices,Digital BP Monitor,2,2778.84,240.84
PE01750,2026-06-15,Vijayawada,Prescription Medicines,Azithromycin 500mg,4,2282.2,317.34
PE00978,2026-05-01,Warangal,Medical Devices,Pulse Oximeter,4,2441.0,251.03
PE02002,2026-06-03,Vijayawada,OTC Medicines,Cetirizine 10mg,4,390.88,85.1
PE00319,2026-04-30,Vijayawada,Prescription Medicines,Metformin 500mg,4,685.72,121.09
PE01420,2026-06-01,Karimnagar,OTC Medicines,Cetirizine 10mg,2,288.66,58.07
PE01575,2026-06-21,Hyderabad,Prescription Medicines,Insulin Pen,2,205.38,41.89
PE01480,2026-06-05,Guntur,Lab Tests,Vitamin D Test,4,4287.4,524.6
PE00991,2026-05-05,Hyderabad,Prescription Medicines,Amlodipine 5mg,4,509.8,80.18
PE01611,2026-06-07,Vijayawada,OTC Medicines,Cetirizine 10mg,4,431.8,85.72
PE01387,2026-05-02,Tirupati,Lab Tests,Lipid Profile,5,7478.5,606.11
PE00636,2026-04-12,Hyderabad,Personal Care,Face Wash,2,450.72,43.87
PE01051,2026-05-14,Hyderabad,Prescription Medicines,Amlodipine 5mg,4,562.36,88.25
PE01089,2026-05-25,Guntur,Prescription Medicines,Atorvastatin 10mg,5,1074.45,186.7
PE01893,2026-06-18,Nellore,OTC Medicines,ORS Sachet,3,440.46,51.62
PE01005,2026-05-05,Bengaluru,Medical Devices,Digital BP Monitor,5,3916.35,674.84
PE02033,2026-06-13,Karimnagar,Medical Devices,Glucometer Kit,3,2685.51,300.94
PE00322,2026-04-22,Karimnagar,OTC Medicines,Cetirizine 10mg,3,600.99,87.28
PE01482,2026-06-18,Bengaluru,OTC Medicines,ORS Sachet,5,975.4,120.4
PE00565,2026-04-16,Vijayawada,Wellness & Nutrition,Multivitamin Tablets,4,4348.04,785.91
PE01287,2026-05-08,Vijayawada,Medical Devices,Glucometer Kit,5,7413.2,1127.49
PE01392,2026-05-05,Vijayawada,Medical Devices,Digital BP Monitor,5,5286.95,504.55
PE01922,2026-06-14,Hyderabad,Prescription Medicines,Insulin Pen,3,440.01,73.68
PE01666,2026-06-25,Vijayawada,Wellness & Nutrition,Whey Protein 1kg,5,2811.25,575.4
PE01795,2026-06-05,Vijayawada,Prescription Medicines,Amlodipine 5mg,1,520.84,80.03
PE00222,2026-04-07,Hyderabad,Prescription Medicines,Metformin 500mg,1,264.6,57.67
PE01715,2026-06-19,Vijayawada,Medical Devices,Pulse Oximeter,1,1552.88,313.99
PE02008,2026-06-04,Tirupati,Wellness & Nutrition,Fish Oil Capsules,1,1240.71,115.89
PE01799,2026-06-02,Hyderabad,OTC Medicines,ORS Sachet,2,321.82,61.16
PE01269,2026-05-07,Visakhapatnam,Prescription Medicines,Insulin Pen,5,672.5,87.44
PE01130,2026-05-16,Hyderabad,Medical Devices,Pulse Oximeter,4,5726.0,999.07
PE00497,2026-04-01,Bengaluru,OTC Medicines,Antacid Tablets,3,146.37,21.73
PE01683,2026-06-04,Vijayawada,OTC Medicines,Paracetamol 500mg,1,93.83,12.21
PE00088,2026-04-27,Hyderabad,Personal Care,Face Wash,4,693.64,82.06
PE00872,2026-05-18,Bengaluru,Wellness & Nutrition,Calcium + D3 Tablets,4,1760.0,230.52
PE01226,2026-05-30,Bengaluru,OTC Medicines,Antacid Tablets,3,271.38,22.62
PE01713,2026-06-14,Vijayawada,Wellness & Nutrition,Calcium + D3 Tablets,5,6192.25,1124.52
PE00479,2026-04-11,Tirupati,Personal Care,Baby Diaper Pack,2,728.54,117.81
PE00594,2026-04-29,Bengaluru,OTC Medicines,Antacid Tablets,2,378.58,83.09
PE01023,2026-05-10,Nellore,Prescription Medicines,Atorvastatin 10mg,5,1729.1,330.98
PE01458,2026-06-02,Bengaluru,Personal Care,Sunscreen SPF50,1,523.27,60.14
PE01326,2026-05-22,Warangal,Prescription Medicines,Metformin 500mg,1,188.63,30.63
PE01383,2026-05-06,Bengaluru,Personal Care,Baby Diaper Pack,1,477.3,98.48
PE00031,2026-04-06,Vijayawada,OTC Medicines,ORS Sachet,3,214.35,31.07
PE01169,2026-05-03,Bengaluru,Wellness & Nutrition,Immunity Booster Syrup,5,3143.9,473.53
PE01320,2026-05-28,Warangal,Personal Care,Baby Diaper Pack,4,485.68,55.14
PE00603,2026-04-03,Guntur,OTC Medicines,Cough Syrup 100ml,1,181.32,39.78
PE00574,2026-04-27,Bengaluru,Prescription Medicines,Azithromycin 500mg,2,196.3,28.68
PE01813,2026-06-02,Hyderabad,Medical Devices,Glucometer Kit,2,6120.78,1307.5
PE01141,2026-05-28,Tirupati,OTC Medicines,Cough Syrup 100ml,3,143.67,12.53
PE01874,2026-06-13,Visakhapatnam,Medical Devices,Digital BP Monitor,1,1921.31,180.46
PE01539,2026-06-09,Hyderabad,Personal Care,Baby Diaper Pack,2,568.66,102.35
PE01992,2026-06-26,Bengaluru,Personal Care,Hand Sanitizer 500ml,1,478.62,63.59
PE01129,2026-05-14,Hyderabad,Prescription Medicines,Azithromycin 500mg,1,282.09,39.49
PE00208,2026-04-28,Hyderabad,Prescription Medicines,Atorvastatin 10mg,2,860.88,157.87
PE00970,2026-05-27,Bengaluru,OTC Medicines,Cough Syrup 100ml,1,111.1,11.18
PE00696,2026-04-09,Hyderabad,Lab Tests,HbA1c Test,3,3137.1,439.36
PE01455,2026-06-23,Hyderabad,OTC Medicines,Paracetamol 500mg,2,391.74,52.63
PE00008,2026-04-29,Vijayawada,Personal Care,Baby Diaper Pack,4,1068.52,163.97
PE01577,2026-06-29,Hyderabad,Prescription Medicines,Amlodipine 5mg,4,599.56,96.69
PE00996,2026-05-14,Tirupati,,Amlodipine 5mg,4,663.68,94.54
PE00918,2026-05-26,Guntur,OTC Medicines,Cetirizine 10mg,4,317.32,45.07
PE01755,2026-06-09,Warangal,OTC Medicines,Paracetamol 500mg,5,416.2,50.79
PE00258,2026-04-07,Nellore,Personal Care,Baby Diaper Pack,3,403.56,33.28
PE01623,2026-06-09,Hyderabad,OTC Medicines,Cetirizine 10mg,2,225.36,18.37
PE00201,2026-04-28,Vijayawada,,Fish Oil Capsules,3,1446.39,305.59
PE01113,2026-05-27,Vijayawada,OTC Medicines,Cough Syrup 100ml,4,673.88,73.72
PE00132,2026-04-18,Warangal,OTC Medicines,Cough Syrup 100ml,1,119.4,19.96
PE00659,2026-04-04,Visakhapatnam,Prescription Medicines,Amlodipine 5mg,4,2179.48,447.63
PE01648,2026-06-15,Vijayawada,Prescription Medicines,Azithromycin 500mg,4,2547.28,266.74
PE00552,2026-04-13,Warangal,OTC Medicines,ORS Sachet,1,205.97,27.13
PE01085,2026-05-24,Hyderabad,Wellness & Nutrition,Whey Protein 1kg,2,1707.76,311.4
PE01441,2026-06-26,Bengaluru,Prescription Medicines,Atorvastatin 10mg,4,875.32,138.97
PE00787,2026-05-08,Bengaluru,OTC Medicines,Paracetamol 500mg,4,519.0,110.22
PE00518,2026-04-09,Hyderabad,Wellness & Nutrition,Whey Protein 1kg,1,959.34,108.41
PE01217,2026-05-17,Nellore,Wellness & Nutrition,Whey Protein 1kg,4,5253.4,542.57
PE00317,2026-04-07,Bengaluru,OTC Medicines,ORS Sachet,5,817.25,159.33
PE00596,2026-04-22,Nellore,Prescription Medicines,Atorvastatin 10mg,4,1052.52,221.74
PE00033,2026-04-27,Hyderabad,Personal Care,Face Wash,1,478.5,70.63
PE01493,2026-06-13,Bengaluru,Personal Care,Baby Diaper Pack,4,1533.68,226.37
PE01786,2026-06-24,Hyderabad,Personal Care,Sunscreen SPF50,5,960.35,82.07
PE01432,2026-06-06,Vijayawada,Prescription Medicines,Metformin 500mg,3,419.85,51.23
PE00228,2026-04-02,Bengaluru,OTC Medicines,Cough Syrup 100ml,5,834.0,158.07
PE01507,2026-06-09,Guntur,Medical Devices,Digital BP Monitor,3,7518.03,1452.72
PE00989,2026-05-26,Karimnagar,Prescription Medicines,Insulin Pen,3,502.32,64.48
PE01324,2026-05-19,Warangal,Personal Care,Antiseptic Liquid,3,754.35,107.96
PE01559,2026-06-17,Visakhapatnam,Personal Care,Antiseptic Liquid,5,2697.85,590.56
PE01951,2026-06-05,Visakhapatnam,OTC Medicines,Paracetamol 500mg,2,119.92,9.78
PE01421,2026-06-11,Tirupati,Prescription Medicines,Metformin 500mg,1,445.26,65.31
PE01826,2026-06-01,Hyderabad,Personal Care,Sunscreen SPF50,1,140.86,22.86
PE01103,2026-05-07,Guntur,Personal Care,Face Wash,3,1315.5,234.29
PE01225,2026-05-16,Visakhapatnam,Personal Care,Baby Diaper Pack,2,343.32,64.8
PE00924,2026-05-09,Vijayawada,Medical Devices,Glucometer Kit,4,2643.76,555.04
PE00356,2026-04-05,Vijayawada,Medical Devices,Pulse Oximeter,4,5614.16,632.57
PE00296,2026-04-03,Bengaluru,OTC Medicines,Cetirizine 10mg,3,351.39,40.8
PE01856,2026-06-14,Bengaluru,OTC Medicines,ORS Sachet,2,256.46,54.45
PE01185,2026-05-09,Nellore,Wellness & Nutrition,Immunity Booster Syrup,2,1563.76,321.06
PE00312,2026-04-22,Visakhapatnam,OTC Medicines,ORS Sachet,2,168.62,24.5
PE01980,2026-06-08,Visakhapatnam,Prescription Medicines,Amlodipine 5mg,4,1440.48,274.86
PE01812,2026-06-19,Vijayawada,Personal Care,Antiseptic Liquid,3,740.94,64.37
PE00952,2026-05-11,Vijayawada,Wellness & Nutrition,Multivitamin Tablets,5,3301.05,485.98
PE01977,2026-06-30,Guntur,OTC Medicines,Paracetamol 500mg,4,635.76,84.73
PE00010,2026-04-29,Tirupati,Personal Care,Baby Diaper Pack,1,417.13,58.45
PE00810,2026-05-21,Vijayawada,,Baby Diaper Pack,5,2190.95,310.56
PE00456,2026-04-21,Guntur,Lab Tests,HbA1c Test,3,4946.1,961.07
PE02068,2026-06-26,Warangal,Personal Care,Hand Sanitizer 500ml,3,1604.25,225.54
PE01863,2026-06-20,Hyderabad,Prescription Medicines,Atorvastatin 10mg,3,1039.2,141.49
PE02077,2026-06-30,Hyderabad,,Paracetamol 500mg,4,436.92,64.27
PE00090,2026-04-22,Nellore,,Calcium + D3 Tablets,5,5653.6,688.64
PE00362,2026-04-22,Vijayawada,Prescription Medicines,Metformin 500mg,5,1059.6,195.88
PE01929,2026-06-11,Vijayawada,Prescription Medicines,Insulin Pen,4,2157.36,440.09
PE01330,2026-05-09,Hyderabad,Prescription Medicines,Amlodipine 5mg,1,241.04,44.93
PE01327,2026-05-04,Vijayawada,OTC Medicines,Paracetamol 500mg,5,828.35,89.26
PE00489,2026-04-30,Nellore,Personal Care,Antiseptic Liquid,1,176.27,20.05
PE00637,2026-04-30,Nellore,Prescription Medicines,Insulin Pen,1,188.94,18.59
PE00124,2026-04-26,Visakhapatnam,Personal Care,Sunscreen SPF50,4,1073.72,86.77
PE01987,2026-06-20,Vijayawada,OTC Medicines,ORS Sachet,4,770.56,124.95
PE01702,2026-06-25,Guntur,Wellness & Nutrition,Fish Oil Capsules,2,522.84,81.84
PE01447,2026-06-01,Bengaluru,Wellness & Nutrition,Immunity Booster Syrup,2,2512.64,252.85
PE01860,2026-06-02,Hyderabad,OTC Medicines,Antacid Tablets,2,281.6,45.12
PE01359,2026-05-11,Vijayawada,OTC Medicines,Cetirizine 10mg,5,456.85,66.75
PE01685,2026-06-23,Tirupati,Prescription Medicines,Azithromycin 500mg,5,2801.7,436.51
PE01393,2026-05-04,Visakhapatnam,Wellness & Nutrition,Multivitamin Tablets,4,3455.28,759.48
PE01732,2026-06-24,Vijayawada,Wellness & Nutrition,Immunity Booster Syrup,4,1066.68,161.35
PE00391,2026-04-16,Vijayawada,Medical Devices,Thermometer,1,3051.55,497.68
PE00852,2026-05-18,Nellore,Prescription Medicines,Metformin 500mg,2,214.32,25.97
PE01132,2026-05-05,Vijayawada,OTC Medicines,Cetirizine 10mg,5,629.15,113.89
PE02074,2026-06-12,Visakhapatnam,Wellness & Nutrition,Multivitamin Tablets,4,5249.44,808.29
PE00290,2026-04-13,Hyderabad,OTC Medicines,ORS Sachet,3,387.78,57.8
PE00042,2026-04-11,Hyderabad,Wellness & Nutrition,Fish Oil Capsules,4,3793.36,651.17
PE00625,2026-04-08,Visakhapatnam,Personal Care,Baby Diaper Pack,5,2176.9,468.58
PE00883,2026-05-15,Nellore,Medical Devices,Thermometer,1,3046.91,363.16
PE01254,2026-05-08,Tirupati,Wellness & Nutrition,Whey Protein 1kg,2,664.16,93.6
PE01532,2026-06-24,Vijayawada,OTC Medicines,Cough Syrup 100ml,3,337.02,46.67
PE00537,2026-04-06,Tirupati,Wellness & Nutrition,Whey Protein 1kg,3,1834.26,254.63
PE01582,2026-06-19,Visakhapatnam,OTC Medicines,Cough Syrup 100ml,5,1037.4,202.38
PE01206,2026-05-23,Nellore,OTC Medicines,Paracetamol 500mg,3,455.67,48.75
PE00508,2026-04-08,Vijayawada,Prescription Medicines,Metformin 500mg,1,624.4,74.52
PE00963,2026-05-02,Bengaluru,OTC Medicines,Antacid Tablets,2,376.82,76.68
PE01477,2026-06-28,Hyderabad,OTC Medicines,Cetirizine 10mg,2,259.42,28.01
PE00191,2026-04-09,Hyderabad,OTC Medicines,Antacid Tablets,1,110.26,17.9
PE02066,2026-06-05,Warangal,Personal Care,Face Wash,2,1005.24,178.12
PE01143,2026-05-31,Nellore,Personal Care,Antiseptic Liquid,3,686.13,62.03
PE01709,2026-06-11,Hyderabad,Wellness & Nutrition,Multivitamin Tablets,5,1879.75,168.17
PE01187,2026-05-14,Bengaluru,Prescription Medicines,Metformin 500mg,1,539.19,67.74
PE01718,2026-06-09,Warangal,OTC Medicines,Cough Syrup 100ml,3,650.01,105.08
PE01444,2026-06-07,Visakhapatnam,OTC Medicines,Paracetamol 500mg,2,350.46,35.01
PE01875,2026-06-19,Tirupati,Lab Tests,Lipid Profile,3,3385.32,499.41
PE00225,2026-04-02,Hyderabad,Prescription Medicines,Metformin 500mg,3,279.42,30.42
PE00599,2026-04-28,Hyderabad,Wellness & Nutrition,Multivitamin Tablets,2,828.24,85.82
PE01489,2026-06-19,Nellore,Prescription Medicines,Insulin Pen,2,278.36,45.71
PE01474,2026-06-29,Vijayawada,Wellness & Nutrition,Calcium + D3 Tablets,2,1062.62,162.9
PE00342,2026-04-03,Karimnagar,OTC Medicines,Antacid Tablets,5,1010.45,110.08
PE00111,2026-04-20,Warangal,Prescription Medicines,Azithromycin 500mg,5,585.05,103.99
PE01600,2026-06-04,Hyderabad,OTC Medicines,ORS Sachet,4,193.2,24.26
PE01300,2026-05-18,Tirupati,OTC Medicines,Paracetamol 500mg,4,782.88,165.47
PE00762,2026-05-16,Warangal,Lab Tests,Thyroid Profile,3,2329.23,194.29
PE01697,2026-06-25,Hyderabad,Wellness & Nutrition,Multivitamin Tablets,4,5387.32,1085.84
PE00737,2026-05-30,Hyderabad,OTC Medicines,Paracetamol 500mg,4,247.44,39.36
PE00336,2026-04-04,Tirupati,OTC Medicines,Paracetamol 500mg,3,430.53,64.51
PE00444,2026-04-02,Guntur,Prescription Medicines,Amlodipine 5mg,1,228.43,27.69
PE01573,2026-06-22,Warangal,Wellness & Nutrition,Whey Protein 1kg,3,2498.79,474.37
PE00218,2026-04-13,Karimnagar,Prescription Medicines,Amlodipine 5mg,1,436.15,59.55
PE00344,2026-04-18,Warangal,Personal Care,Face Wash,4,1062.0,156.75
PE01688,2026-06-25,Bengaluru,Prescription Medicines,Amlodipine 5mg,1,502.29,93.09
PE00439,2026-04-21,Bengaluru,Lab Tests,Thyroid Profile,5,4158.95,695.66
PE01622,2026-06-21,Guntur,Wellness & Nutrition,Immunity Booster Syrup,2,2333.78,195.92
PE00950,2026-05-01,Guntur,Prescription Medicines,Amlodipine 5mg,2,399.7,81.86
PE01394,2026-05-14,Guntur,Prescription Medicines,Metformin 500mg,4,1043.68,109.74
PE00452,2026-04-23,Hyderabad,Prescription Medicines,Insulin Pen,2,911.26,173.14
PE00801,2026-05-27,Vijayawada,OTC Medicines,Antacid Tablets,4,462.68,84.48
PE00262,2026-04-10,Visakhapatnam,Prescription Medicines,Metformin 500mg,1,291.37,60.4
PE01557,2026-06-20,Guntur,Personal Care,Hand Sanitizer 500ml,3,872.04,142.06
PE01175,2026-05-02,Vijayawada,Wellness & Nutrition,Fish Oil Capsules,3,3511.26,727.49
PE00876,2026-05-30,Hyderabad,Medical Devices,Pulse Oximeter,5,3490.6,647.49
PE01533,2026-06-27,Hyderabad,Wellness & Nutrition,Multivitamin Tablets,4,1776.48,347.02
PE01110,2026-05-09,Nellore,OTC Medicines,Paracetamol 500mg,2,88.4,12.39
PE01649,2026-06-17,Hyderabad,Prescription Medicines,Azithromycin 500mg,2,885.2,157.55
PE01711,2026-06-16,Hyderabad,OTC Medicines,Cough Syrup 100ml,1,112.41,13.98
PE00335,2026-04-16,Visakhapatnam,OTC Medicines,Paracetamol 500mg,3,289.74,28.21
PE00654,2026-04-14,Bengaluru,Prescription Medicines,Atorvastatin 10mg,5,1873.25,245.48
PE01145,2026-05-08,Hyderabad,Wellness & Nutrition,Calcium + D3 Tablets,1,1238.63,234.73
PE00726,2026-05-27,Hyderabad,Personal Care,Sunscreen SPF50,2,860.64,139.14
PE00283,2026-04-03,Bengaluru,Prescription Medicines,Amlodipine 5mg,3,424.08,56.03
PE00458,2026-04-04,Warangal,OTC Medicines,Cetirizine 10mg,1,129.79,18.89
PE00466,2026-04-28,Vijayawada,Medical Devices,Thermometer,1,1024.36,136.29
PE00471,2026-04-22,Warangal,Wellness & Nutrition,Calcium + D3 Tablets,5,5009.3,650.95
PE01374,2026-05-01,Guntur,Personal Care,Face Wash,2,164.48,15.79
PE01598,2026-06-10,Hyderabad,Prescription Medicines,Metformin 500mg,3,720.48,124.61
PE00727,2026-05-31,Nellore,Personal Care,Baby Diaper Pack,1,412.96,38.14
PE00925,2026-05-04,Nellore,Prescription Medicines,Metformin 500mg,1,321.89,66.44
PE01657,2026-06-17,Tirupati,Medical Devices,Pulse Oximeter,2,5891.62,690.75
PE01114,2026-05-04,Bengaluru,Personal Care,Face Wash,2,853.16,145.26
PE01174,2026-05-21,Guntur,OTC Medicines,ORS Sachet,4,700.28,90.72
PE01686,2026-06-06,Visakhapatnam,Wellness & Nutrition,Whey Protein 1kg,3,2703.75,535.89
PE02092,2026-06-28,Bengaluru,Medical Devices,Nebulizer,5,5702.3,1246.36
PE01597,2026-06-02,Tirupati,Wellness & Nutrition,Fish Oil Capsules,3,1789.32,321.93
PE01329,2026-05-10,Tirupati,Lab Tests,Thyroid Profile,2,1398.04,127.75
PE01457,2026-06-04,Karimnagar,Prescription Medicines,Atorvastatin 10mg,1,475.18,64.48
PE00834,2026-05-24,Bengaluru,Wellness & Nutrition,Immunity Booster Syrup,5,2594.4,365.99
PE00692,2026-04-01,Bengaluru,Prescription Medicines,Azithromycin 500mg,5,1483.25,241.01
PE01131,2026-05-24,Visakhapatnam,Prescription Medicines,Atorvastatin 10mg,4,1367.76,207.41
PE01173,2026-05-12,Warangal,Personal Care,Face Wash,3,1488.48,178.27
PE01417,2026-06-25,Vijayawada,OTC Medicines,ORS Sachet,5,568.9,47.93
PE01317,2026-05-12,Bengaluru,Personal Care,Face Wash,3,315.51,56.85
PE01728,2026-06-11,Nellore,Medical Devices,Digital BP Monitor,3,4700.91,418.71
